Sample_ID,Temperature_C,Applied_Voltage,Droplet_Volume_pL,DVR,Impact_Velocity_m_s,Spread_Radius,VO2_State,Resistance_Ohm
SAMP-0830,80.67,2.31,1.995,1.6625,2.35,447.0092,CONDUCTIVE_METAL,6.02
SAMP-0831,88.09,5.85,2.984,2.4867,1.27,335.7031,CONDUCTIVE_METAL,4.02
SAMP-0832,57.58,7.75,4.025,3.3542,2.33,785.9739,CONDUCTIVE_METAL,2.98
SAMP-0833,57.15,8.2,2.386,1.9883,3.06,673.6819,CONDUCTIVE_METAL,5.03
SAMP-0834,53.69,7.93,2.985,2.4875,1.64,433.625,CONDUCTIVE_METAL,4.02
SAMP-0835,34.27,8.09,2.569,2.1408,2.31,540.2451,CONDUCTIVE_METAL,4.67
SAMP-0836,29.5,6.44,4.837,4.0308,4.91,1921.8151,CONDUCTIVE_METAL,2.48
SAMP-0837,89.35,2.74,3.582,2.985,1.5,460.2215,CONDUCTIVE_METAL,3.35
SAMP-0838,71.9,6.01,4.578,3.815,4.92,1842.0547,CONDUCTIVE_METAL,2.62
SAMP-0839,93.13,1.13,0.528,0.44,4.85,327.2283,CONDUCTIVE_METAL,22.73
SAMP-0840,24.15,0.33,4.354,3.6283,4.01,1441.6478,INSULATOR,362833.33
SAMP-0841,21.35,6.68,1.856,1.5467,1.93,346.1403,CONDUCTIVE_METAL,6.47
SAMP-0842,55.95,8.37,3.041,2.5342,3.38,907.3656,CONDUCTIVE_METAL,3.95
SAMP-0843,45.04,9.44,4.309,3.5908,4.79,1707.642,CONDUCTIVE_METAL,2.78
SAMP-0844,65.17,8.43,2.351,1.9592,3.72,809.1503,CONDUCTIVE_METAL,5.1
SAMP-0845,94.22,7.87,2.868,2.39,3.24,829.1307,CONDUCTIVE_METAL,4.18
SAMP-0846,31.95,4.14,1.374,1.145,1.78,250.3071,INSULATOR,114500.0
SAMP-0847,37.15,5.64,4.038,3.365,2.77,936.8471,CONDUCTIVE_METAL,2.97
SAMP-0848,50.87,6.7,1.231,1.0258,2.69,346.4405,CONDUCTIVE_METAL,9.75
SAMP-0849,53.38,7.02,1.482,1.235,4.23,632.1675,CONDUCTIVE_METAL,8.1
SAMP-0850,68.68,3.3,2.311,1.9258,3.64,780.7197,CONDUCTIVE_METAL,5.19
SAMP-0851,51.32,0.15,1.731,1.4425,4.3,728.695,INSULATOR,144250.0
SAMP-0852,78.83,8.98,3.323,2.7692,2.12,611.8476,CONDUCTIVE_METAL,3.61
SAMP-0853,99.86,7.93,4.92,4.1,2.44,968.224,CONDUCTIVE_METAL,2.44
SAMP-0854,80.77,4.78,3.603,3.0025,4.39,1353.3418,CONDUCTIVE_METAL,3.33
SAMP-0855,91.52,4.67,4.126,3.4383,2.59,891.4264,CONDUCTIVE_METAL,2.91
SAMP-0856,30.93,0.47,2.421,2.0175,1.02,227.2505,INSULATOR,201750.0
SAMP-0857,55.41,3.09,4.276,3.5633,1.47,520.8039,INSULATOR,356333.33
SAMP-0858,37.35,6.15,0.923,0.7692,3.49,358.2942,CONDUCTIVE_METAL,13.0
SAMP-0859,97.08,6.88,3.685,3.0708,3.32,1042.406,CONDUCTIVE_METAL,3.26
SAMP-0860,54.79,1.23,4.298,3.5817,4.86,1729.014,INSULATOR,358166.67
SAMP-0861,46.9,6.97,3.123,2.6025,2.82,773.6652,CONDUCTIVE_METAL,3.84
SAMP-0862,45.35,6.69,0.861,0.7175,3.43,333.6835,CONDUCTIVE_METAL,13.94
SAMP-0863,38.31,1.4,4.139,3.4492,4.76,1642.4824,INSULATOR,344916.67
SAMP-0864,86.6,7.74,4.165,3.4708,3.8,1317.9008,CONDUCTIVE_METAL,2.88
SAMP-0865,38.94,3.08,1.128,0.94,3.41,409.7253,INSULATOR,94000.0
SAMP-0866,56.06,0.31,1.281,1.0675,3.38,449.3562,INSULATOR,106750.0
SAMP-0867,68.1,0.69,4.415,3.6792,2.21,803.5217,CONDUCTIVE_METAL,2.72
SAMP-0868,70.46,9.6,1.126,0.9383,1.63,195.5763,CONDUCTIVE_METAL,10.66
SAMP-0869,80.59,4.97,4.22,3.5167,4.99,1749.1149,CONDUCTIVE_METAL,2.84
SAMP-0870,86.29,8.18,3.925,3.2708,1.63,538.7251,CONDUCTIVE_METAL,3.06
SAMP-0871,95.82,8.14,1.523,1.2692,3.94,601.9363,CONDUCTIVE_METAL,7.88
SAMP-0872,45.23,4.63,4.055,3.3792,1.16,393.6658,INSULATOR,337916.67
SAMP-0873,90.79,3.94,0.902,0.7517,2.66,268.2506,CONDUCTIVE_METAL,13.3
SAMP-0874,66.48,9.21,3.282,2.735,3.29,939.9494,CONDUCTIVE_METAL,3.66
SAMP-0875,43.58,3.06,0.563,0.4692,2.48,175.3207,INSULATOR,46916.67
SAMP-0876,80.42,9.58,3.494,2.9117,1.35,405.8907,CONDUCTIVE_METAL,3.43
SAMP-0877,26.76,3.65,1.05,0.875,1.06,120.3623,INSULATOR,87500.0
SAMP-0878,88.08,3.56,2.757,2.2975,3.36,832.5341,CONDUCTIVE_METAL,4.35
SAMP-0879,83.86,3.57,0.99,0.825,3.25,352.3893,CONDUCTIVE_METAL,12.12
SAMP-0880,51.29,8.68,3.119,2.5992,4.17,1142.8401,CONDUCTIVE_METAL,3.85
SAMP-0881,28.79,6.77,4.544,3.7867,4.49,1670.9645,CONDUCTIVE_METAL,2.64
SAMP-0882,59.18,5.14,3.053,2.5442,4.49,1209.2307,CONDUCTIVE_METAL,3.93
SAMP-0883,84.98,0.8,0.646,0.5383,3.36,262.8918,CONDUCTIVE_METAL,18.58
SAMP-0884,74.97,4.93,1.686,1.405,2.44,404.7466,CONDUCTIVE_METAL,7.12
SAMP-0885,47.02,4.87,3.537,2.9475,1.19,361.3686,INSULATOR,294750.0
SAMP-0886,33.85,2.66,3.13,2.6083,2.75,755.8414,INSULATOR,260833.33
SAMP-0887,47.57,1.15,4.975,4.1458,4.33,1733.6571,INSULATOR,414583.33
SAMP-0888,57.25,5.47,0.699,0.5825,3.2,265.5943,CONDUCTIVE_METAL,17.17
SAMP-0889,75.71,1.53,2.092,1.7433,2.35,464.6643,CONDUCTIVE_METAL,5.74
SAMP-0890,99.1,5.24,4.109,3.4242,2.84,974.2034,CONDUCTIVE_METAL,2.92
SAMP-0891,42.13,7.25,4.216,3.5133,1.62,567.4126,CONDUCTIVE_METAL,2.85
SAMP-0892,92.82,4.81,2.327,1.9392,2.71,584.5377,CONDUCTIVE_METAL,5.16
SAMP-0893,85.69,9.61,3.079,2.5658,2.4,650.8522,CONDUCTIVE_METAL,3.9
SAMP-0894,87.52,3.82,2.182,1.8183,1.85,378.6004,CONDUCTIVE_METAL,5.5
SAMP-0895,88.0,9.22,2.538,2.115,4.91,1136.9681,CONDUCTIVE_METAL,4.73
SAMP-0896,89.61,5.77,4.897,4.0808,1.8,711.5716,CONDUCTIVE_METAL,2.45
SAMP-0897,42.13,7.86,2.692,2.2433,4.72,1146.916,CONDUCTIVE_METAL,4.46
SAMP-0898,92.28,4.85,4.563,3.8025,3.93,1467.5,CONDUCTIVE_METAL,2.63
SAMP-0899,48.28,3.77,2.95,2.4583,2.36,618.0117,INSULATOR,245833.33
SAMP-0900,75.81,2.42,2.978,2.4817,1.67,440.7109,CONDUCTIVE_METAL,4.03
SAMP-0901,85.09,3.87,3.696,3.08,4.7,1479.279,CONDUCTIVE_METAL,3.25
SAMP-0902,22.06,9.86,3.499,2.9158,4.09,1231.1323,CONDUCTIVE_METAL,3.43
SAMP-0903,41.55,5.91,1.959,1.6325,1.68,314.8547,CONDUCTIVE_METAL,6.13
SAMP-0904,40.32,7.82,1.41,1.175,3.19,458.0024,CONDUCTIVE_METAL,8.51
SAMP-0905,79.03,5.18,2.938,2.4483,2.66,694.2559,CONDUCTIVE_METAL,4.08
SAMP-0906,74.65,3.1,3.717,3.0975,1.66,524.883,CONDUCTIVE_METAL,3.23
SAMP-0907,20.09,6.76,1.132,0.9433,1.78,214.4743,CONDUCTIVE_METAL,10.6
SAMP-0908,77.69,8.38,1.869,1.5575,4.38,790.017,CONDUCTIVE_METAL,6.42
SAMP-0909,83.28,8.18,4.825,4.0208,2.82,1101.563,CONDUCTIVE_METAL,2.49
SAMP-0910,36.86,4.74,3.753,3.1275,1.21,385.6072,INSULATOR,312750.0
SAMP-0911,23.8,7.52,0.661,0.5508,2.59,206.1445,CONDUCTIVE_METAL,18.15
SAMP-0912,80.1,5.37,3.844,3.2033,4.31,1400.5467,CONDUCTIVE_METAL,3.12
SAMP-0913,43.48,5.08,1.164,0.97,2.1,258.684,CONDUCTIVE_METAL,10.31
SAMP-0914,56.61,2.88,4.096,3.4133,3.89,1330.9584,INSULATOR,341333.33
SAMP-0915,32.46,9.44,2.755,2.2958,3.55,879.0901,CONDUCTIVE_METAL,4.36
SAMP-0916,61.49,8.29,2.096,1.7467,2.45,485.1932,CONDUCTIVE_METAL,5.73
SAMP-0917,41.91,7.27,2.275,1.8958,2.13,451.0245,CONDUCTIVE_METAL,5.27
SAMP-0918,96.45,4.06,2.563,2.1358,2.18,508.8676,CONDUCTIVE_METAL,4.68
SAMP-0919,61.04,8.71,2.5,2.0833,1.95,446.0087,CONDUCTIVE_METAL,4.8
SAMP-0920,98.36,0.46,1.444,1.2033,1.55,226.8478,CONDUCTIVE_METAL,8.31
SAMP-0921,67.25,4.77,0.984,0.82,3.97,428.4156,INSULATOR,82000.0
SAMP-0922,42.46,4.88,2.907,2.4225,1.72,445.0423,INSULATOR,242250.0
SAMP-0923,29.15,9.66,1.061,0.8842,1.89,216.3754,CONDUCTIVE_METAL,11.31
SAMP-0924,33.56,5.63,2.723,2.2692,4.11,1008.0865,CONDUCTIVE_METAL,4.41
SAMP-0925,22.32,2.09,4.491,3.7425,3.13,1153.8404,INSULATOR,374250.0
SAMP-0926,33.22,7.31,2.639,2.1992,3.87,925.2057,CONDUCTIVE_METAL,4.55
SAMP-0927,36.02,3.97,3.087,2.5725,4.08,1108.7964,INSULATOR,257250.0
SAMP-0928,60.72,7.01,2.966,2.4717,1.29,339.308,CONDUCTIVE_METAL,4.05
SAMP-0929,77.7,0.38,0.833,0.6942,1.31,124.2397,CONDUCTIVE_METAL,14.41
SAMP-0930,59.64,7.86,1.844,1.5367,2.83,504.8807,CONDUCTIVE_METAL,6.51
SAMP-0931,67.62,1.65,4.845,4.0375,2.5,979.8256,INSULATOR,403750.0
SAMP-0932,43.27,2.09,3.445,2.8708,4.6,1367.2068,INSULATOR,287083.33
SAMP-0933,58.77,6.04,0.56,0.4667,4.05,285.195,CONDUCTIVE_METAL,21.43
SAMP-0934,67.07,4.02,1.76,1.4667,2.62,450.0278,INSULATOR,146666.67
SAMP-0935,37.51,6.66,1.983,1.6525,2.33,441.0299,CONDUCTIVE_METAL,6.05
SAMP-0936,44.48,3.53,3.6,3.0,2.83,871.8361,INSULATOR,300000.0
SAMP-0937,21.38,8.71,1.953,1.6275,3.89,727.218,CONDUCTIVE_METAL,6.14
SAMP-0938,47.42,0.11,0.881,0.7342,3.18,314.8963,INSULATOR,73416.67
SAMP-0939,25.17,8.61,1.32,1.1,2.97,404.4353,CONDUCTIVE_METAL,9.09
SAMP-0940,48.76,8.79,0.695,0.5792,1.82,150.4062,CONDUCTIVE_METAL,17.27
SAMP-0941,62.65,1.54,4.517,3.7642,2.86,1059.2405,INSULATOR,376416.67
SAMP-0942,54.77,1.18,2.006,1.6717,1.72,328.6432,INSULATOR,167166.67
SAMP-0943,59.53,7.68,4.191,3.4925,1.79,623.9407,CONDUCTIVE_METAL,2.86
SAMP-0944,33.62,7.65,3.78,3.15,1.93,618.6559,CONDUCTIVE_METAL,3.17
SAMP-0945,68.07,3.14,4.988,4.1567,2.28,914.7931,CONDUCTIVE_METAL,2.41
SAMP-0946,76.37,0.95,3.986,3.3217,3.29,1101.0705,CONDUCTIVE_METAL,3.01
SAMP-0947,93.2,6.7,0.583,0.4858,2.1,152.3016,CONDUCTIVE_METAL,20.58
SAMP-0948,36.48,9.81,1.716,1.43,2.63,442.5522,CONDUCTIVE_METAL,6.99
SAMP-0949,50.98,7.09,2.399,1.9992,4.18,924.356,CONDUCTIVE_METAL,5.0
SAMP-0950,24.29,1.62,4.224,3.52,2.31,810.3325,INSULATOR,352000.0
SAMP-0951,80.94,6.55,0.535,0.4458,4.22,287.4526,CONDUCTIVE_METAL,22.43
SAMP-0952,69.02,1.76,4.625,3.8542,4.18,1577.9659,CONDUCTIVE_METAL,2.59
SAMP-0953,39.71,9.78,4.895,4.0792,1.37,541.4068,CONDUCTIVE_METAL,2.45
SAMP-0954,32.14,1.4,3.027,2.5225,4.65,1243.6019,INSULATOR,252250.0
SAMP-0955,83.56,8.66,2.133,1.7775,1.46,293.296,CONDUCTIVE_METAL,5.63
SAMP-0956,32.85,7.37,1.815,1.5125,1.53,269.4593,CONDUCTIVE_METAL,6.61
SAMP-0957,42.79,7.89,2.213,1.8442,1.01,209.0913,CONDUCTIVE_METAL,5.42
SAMP-0958,39.09,9.81,1.187,0.9892,3.43,429.133,CONDUCTIVE_METAL,10.11
SAMP-0959,61.99,6.47,0.728,0.6067,1.62,138.6433,CONDUCTIVE_METAL,16.48
SAMP-0960,98.55,8.03,2.236,1.8633,2.17,453.047,CONDUCTIVE_METAL,5.37
SAMP-0961,46.73,5.84,0.6,0.5,2.03,150.3713,CONDUCTIVE_METAL,20.0
SAMP-0962,27.38,9.57,4.683,3.9025,3.05,1163.0331,CONDUCTIVE_METAL,2.56
SAMP-0963,43.89,8.19,4.411,3.6758,1.35,490.4792,CONDUCTIVE_METAL,2.72
SAMP-0964,74.74,0.58,4.846,4.0383,2.19,858.4701,CONDUCTIVE_METAL,2.48
SAMP-0965,61.84,2.23,3.32,2.7667,1.21,348.9577,INSULATOR,276666.67
SAMP-0966,73.8,0.68,3.337,2.7808,2.56,741.373,CONDUCTIVE_METAL,3.6
SAMP-0967,39.57,1.51,1.681,1.4008,3.97,656.9581,INSULATOR,140083.33
SAMP-0968,68.34,0.36,1.566,1.305,1.42,221.8771,CONDUCTIVE_METAL,7.66
SAMP-0969,36.21,6.34,3.087,2.5725,1.06,288.0696,CONDUCTIVE_METAL,3.89
SAMP-0970,48.7,0.46,4.047,3.3725,2.87,972.4238,INSULATOR,337250.0
SAMP-0971,53.62,7.02,3.585,2.9875,3.56,1093.0039,CONDUCTIVE_METAL,3.35
SAMP-0972,69.48,6.73,3.665,3.0542,2.7,843.9933,CONDUCTIVE_METAL,3.27
SAMP-0973,76.49,6.85,2.592,2.16,1.69,398.1359,CONDUCTIVE_METAL,4.63
SAMP-0974,21.02,6.99,0.757,0.6308,1.44,126.9419,CONDUCTIVE_METAL,15.85
SAMP-0975,26.14,6.11,1.687,1.4058,3.03,502.8575,CONDUCTIVE_METAL,7.11
SAMP-0976,48.95,6.38,4.518,3.765,1.11,411.1774,CONDUCTIVE_METAL,2.66
SAMP-0977,59.12,4.34,4.287,3.5725,1.56,553.8413,INSULATOR,357250.0
SAMP-0978,73.53,3.08,0.617,0.5142,3.53,266.935,CONDUCTIVE_METAL,19.45
SAMP-0979,42.69,2.11,2.578,2.1483,2.74,642.6456,INSULATOR,214833.33
SAMP-0980,85.93,9.96,1.532,1.2767,2.76,423.672,CONDUCTIVE_METAL,7.83
SAMP-0981,29.13,1.84,3.76,3.1333,2.28,727.7008,INSULATOR,313333.33
SAMP-0982,54.46,8.31,2.1,1.75,4.83,958.0137,CONDUCTIVE_METAL,5.71
SAMP-0983,96.55,3.54,4.771,3.9758,2.38,921.2863,CONDUCTIVE_METAL,2.52
SAMP-0984,65.4,0.21,2.937,2.4475,1.9,495.7591,INSULATOR,244750.0
SAMP-0985,93.26,1.5,3.833,3.1942,1.29,418.2138,CONDUCTIVE_METAL,3.13
SAMP-0986,58.27,0.68,4.006,3.3383,4.29,1441.5886,INSULATOR,333833.33
SAMP-0987,73.77,1.3,2.106,1.755,3.0,596.4271,CONDUCTIVE_METAL,5.7
SAMP-0988,94.26,3.68,1.4,1.1667,1.71,244.1116,CONDUCTIVE_METAL,8.57
SAMP-0989,27.37,5.73,1.531,1.2758,2.25,345.2027,CONDUCTIVE_METAL,7.84
SAMP-0990,36.63,0.11,2.313,1.9275,3.47,744.784,INSULATOR,192750.0
SAMP-0991,21.14,1.18,2.97,2.475,1.7,447.6428,INSULATOR,247500.0
SAMP-0992,90.85,6.6,3.634,3.0283,2.57,797.8209,CONDUCTIVE_METAL,3.3
SAMP-0993,83.13,4.03,3.921,3.2675,2.75,908.1395,CONDUCTIVE_METAL,3.06
SAMP-0994,81.42,7.2,3.137,2.6142,1.77,487.3753,CONDUCTIVE_METAL,3.83
SAMP-0995,97.9,0.72,1.102,0.9183,1.02,120.3182,CONDUCTIVE_METAL,10.89
SAMP-0996,70.07,8.59,1.063,0.8858,1.5,171.9813,CONDUCTIVE_METAL,11.29
SAMP-0997,51.61,8.19,3.871,3.2258,1.85,604.5925,CONDUCTIVE_METAL,3.1
SAMP-0998,80.79,8.73,3.333,2.7775,1.21,350.0719,CONDUCTIVE_METAL,3.6
SAMP-0999,34.7,9.33,4.756,3.9633,3.83,1478.8123,CONDUCTIVE_METAL,2.52
